Timestamp,Outdoor Temp (°C),Outdoor Humidity (%),Wind Speed (m/s),Water Inlet Temp (°C),Water Outlet Temp (°C),Air Temp (°C),Water Flow Rate (L/s),Air Velocity (m/s),Cooling Tower Efficiency (%),Cooling Capacity (kW),Energy Consumption (kWh),Kp,Ki,Kd,Error (°C),Setpoint Temp (°C),Best Solution Found,Fitness Value,Iteration Number,PID Output,Energy Savings (%),Water Consumption (L),CO2 Emissions (kg),Sensor Status,System Operational Mode
2022-11-09 20:03:09,23.796603427483312,62.54254270347444,4.105312251641397,31.221657043130907,21.991712793849324,23.31585198113041,42.455763630969315,2.8093188364908124,77.95046994690446,477.8460844612257,113.98367289727047,1.159575150528091,0.6878908198492324,0.23872695771979283,9.229944249281584,24,93.71734155854574,0.9575605680453265,96,0.26427583423879114,8.688841411066328,152.2213006569865,4.19165293541776,OK,Energy-Saving
2022-11-09 20:08:09,24.1111519729279,54.74169843071451,2.740761634348301,31.666741831081573,24.121595340040116,24.206961027685928,47.19934050748307,2.029315041578282,80.25502080468668,486.33844099978955,117.1358422991387,1.3072815872186663,0.6933035373293687,0.4576793301440988,7.545146491041457,24,93.4132983023904,0.9543743076778217,103,0.235520605887382,8.012941120299018,159.97734045473376,4.515928668523109,OK,Normal
2022-11-09 20:13:09,24.72066075238049,56.295255402162745,4.895844735213692,25.83459246407621,17.216875864543812,23.300934585298304,43.57731808858155,2.5440133429819203,79.80496731916443,468.9934273622093,111.41198131560617,1.137110066422482,0.5684643472632154,0.39573653247730056,8.617716599532397,24,92.90081891488218,0.8145785758710606,96,0.37633012938232285,10.728317972682465,153.33253200579176,4.087464908804187,OK,Maintenance
2022-11-09 20:18:09,29.012673148150775,58.437284274207315,4.9668204502227535,33.798787287544464,23.973734704169154,21.828031577777818,43.17560919773764,1.7291506486992398,84.03715202752483,478.874725413693,115.42396698747136,1.0384017197666355,0.5536616688514902,0.3380460752977509,9.82505258337531,24,94.72634904725086,0.9278851829038024,104,0.3761753263853192,9.595536736991782,145.64989808081802,5.342448862226502,OK,Energy-Saving
2022-11-09 20:23:09,22.861655064039994,69.70780473538856,2.209181555658438,34.1754309957002,25.1441069210757,24.643718712930944,46.77132151810455,2.7019755485969705,76.45987607710968,483.61827558400506,120.4822629333962,1.4732403567399501,0.5662325546816925,0.25323939529288914,9.031324074624496,24,94.2356886673016,0.9859364446659428,97,0.3461411182448333,9.876709399491073,144.92740886675074,4.758519837042146,OK,Energy-Saving
2022-11-09 20:28:09,29.811299125307173,53.59421572744656,2.091238897625016,31.96910049766931,23.508983055333424,26.753156083513154,51.7826990350451,1.9837666199049395,80.91066972771486,483.67397547306115,114.97029562143511,1.491829040078029,0.46481219496934156,0.4962846699383085,8.460117442335886,24,97.50332351686345,0.9312065984920728,100,0.22432266618183008,11.591923375718698,150.6546339603331,5.641960790487958,OK,Normal
2022-11-09 20:33:09,29.047809635022833,52.41160829372542,3.806699581487214,27.838721935704413,21.1311682685631,29.940384305455858,41.15286199015883,1.541480519383802,82.27060309399279,504.78410591800935,110.77265221462002,1.3728212311661165,0.639124372887542,0.20078009888154594,6.707553667141312,24,97.560921074834,0.9867429582833919,99,0.24087820371757118,11.983163045982156,154.33048969112394,4.341047112016738,OK,Normal
2022-11-09 20:38:09,20.822121867868013,64.709427975587,3.2932161026642306,27.537276108330126,21.736500434510358,24.89382082932771,44.0914570845517,2.2367703680470536,76.18510884464804,537.2304944490786,123.39689809555962,1.1263317776427342,0.42205168567803586,0.38529887923019734,5.800775673819768,24,90.35731472300473,0.9088676450986134,97,0.2161991555031803,9.38203214062138,154.0359119911395,4.899884475161978,OK,Maintenance
2022-11-09 20:43:09,21.37082809578401,61.75536677061692,2.592743876815015,31.164928749980117,25.569317036436296,28.778819724092806,45.51170293334445,2.775044739441656,81.84031924815159,540.2411128346849,116.77728101411618,1.4805690433971712,0.4521896645135812,0.20778581135923657,5.595611713543821,24,92.76923934403523,0.8801640917189807,100,0.21094980792757045,11.517302888334054,149.3040057112044,5.734545751360307,OK,Maintenance
2022-11-09 20:48:09,20.16237138996108,68.54508189331207,4.533112135472186,26.553165031197093,21.48991931866955,20.83445987512073,45.66716614773889,1.9154940697024545,77.3495017615655,473.9065945348054,114.82731704238311,1.338685753204003,0.6479150775229903,0.40348490177512586,5.063245712527543,24,90.5595880373326,0.9050396907720591,97,0.3859729823726031,8.269672929999391,152.39265424018896,4.997920125484921,OK,Energy-Saving
2022-11-09 20:53:09,27.498527286145112,52.9256403333227,2.6311046709743278,26.913849938212266,17.861944186044962,26.768379615409838,55.4390199664784,1.5181774462336972,84.94427498455362,538.0154657578652,126.38493559910859,1.1887712863080684,0.4569936710893676,0.24220737787736002,9.051905752167304,24,97.0732539829123,0.8029225462745226,105,0.278288184730567,9.962164051109875,155.43446195534895,5.670555651730306,OK,Maintenance
2022-11-09 20:58:09,23.893374648055545,66.35450982598911,4.916538095071272,27.002185159510073,19.788842668363078,24.436516915622576,58.59352155591312,2.867828882580518,80.20036953376058,500.57379638977403,122.2865209579589,1.0548404845209023,0.5873542034305941,0.262968382932733,7.213342491146996,24,92.46372584280479,0.9845421784344166,95,0.2243925978638789,10.160690527615799,141.70371034910724,4.979757440659697,OK,Maintenance
2022-11-09 21:03:09,27.637256354098955,60.57242400165673,3.863943202073633,33.5636417998729,26.054573363250878,28.38439906560911,59.569726413312225,2.0141205525376327,76.36376530554845,529.740397039221,125.58114032715945,1.2194438533100167,0.6715377695748577,0.3290081304120276,7.5090684366220195,24,97.3753156134561,0.9748760422236672,96,0.3280991094870949,11.014770713871505,152.04917849133247,4.690690123000852,OK,Maintenance
